hypothesis,model,prompt_id,contest_number,context_prompt_url,N,TOPN_max,TOPN_media,TOPN_min,Real,Votos_Real,Votos_TOP1_Best
H2,text-embedding-3-small,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,,,6,23.0,14.666666666666666,11.0,41.0,0.2926829268292683,0.2926829268292683
H2,text-embedding-3-small,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-huge-surprise-either-in-the-m/,,,7,23.0,14.714285714285714,11.0,41.0,0.2926829268292683,0.2926829268292683
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,1,18.0,18.0,18.0,35.0,0.5142857142857142,0.5142857142857142
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,2,18.0,14.5,11.0,35.0,0.5142857142857142,0.5142857142857142
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,3,29.0,19.333333333333332,11.0,35.0,0.5142857142857142,0.5142857142857142
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,4,29.0,18.0,11.0,35.0,0.5142857142857142,0.5142857142857142
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,5,29.0,16.8,11.0,35.0,0.5142857142857142,0.5142857142857142
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,6,29.0,16.5,11.0,35.0,0.5142857142857142,0.5142857142857142
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,7,29.0,18.142857142857142,11.0,35.0,0.5142857142857142,0.5142857142857142
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,1,11.0,11.0,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,2,31.0,21.0,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,3,31.0,19.333333333333332,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,4,31.0,18.25,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,5,31.0,18.2,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,6,31.0,18.166666666666668,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,7,31.0,18.428571428571427,11.0,31.0,0.3548387096774194,0.3548387096774194
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,1,11.0,11.0,11.0,26.0,0.4230769230769231,0.4230769230769231
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,2,16.0,13.5,11.0,26.0,0.4230769230769231,0.4230769230769231
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,3,16.0,13.0,11.0,26.0,0.4230769230769231,0.4230769230769231
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,4,16.0,13.0,11.0,26.0,0.4230769230769231,0.4230769230769231
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,5,16.0,12.8,11.0,26.0,0.4230769230769231,0.4230769230769231
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,6,16.0,13.333333333333334,11.0,26.0,0.4230769230769231,0.4230769230769231
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,7,26.0,15.142857142857142,11.0,26.0,0.4230769230769231,0.4230769230769231
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,1,21.0,21.0,21.0,44.0,0.4772727272727273,0.4772727272727273
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,2,21.0,16.0,11.0,44.0,0.4772727272727273,0.4772727272727273
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,3,37.0,23.0,11.0,44.0,0.4772727272727273,0.4772727272727273
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,4,37.0,20.25,11.0,44.0,0.4772727272727273,0.4772727272727273
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,5,44.0,25.0,11.0,44.0,0.4772727272727273,0.4772727272727273
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,6,44.0,26.166666666666668,11.0,44.0,0.4772727272727273,0.4772727272727273
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,7,44.0,24.285714285714285,11.0,44.0,0.4772727272727273,0.4772727272727273
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,1,28.0,28.0,28.0,33.0,0.8484848484848485,0.8484848484848485
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,2,28.0,21.5,15.0,33.0,0.8484848484848485,0.8484848484848485
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,3,28.0,21.666666666666668,15.0,33.0,0.8484848484848485,0.8484848484848485
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,4,33.0,24.5,15.0,33.0,0.8484848484848485,0.8484848484848485
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,5,33.0,23.8,15.0,33.0,0.8484848484848485,0.8484848484848485
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,6,33.0,22.166666666666668,14.0,33.0,0.8484848484848485,0.8484848484848485
H2,text-embedding-3-small,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,7,33.0,23.285714285714285,14.0,33.0,0.8484848484848485,0.8484848484848485
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,1,13.0,13.0,13.0,30.0,0.43333333333333335,0.43333333333333335
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,2,14.0,13.5,13.0,30.0,0.43333333333333335,0.43333333333333335
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,3,14.0,13.0,12.0,30.0,0.43333333333333335,0.43333333333333335
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,4,26.0,16.25,12.0,30.0,0.43333333333333335,0.43333333333333335
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,5,26.0,16.0,12.0,30.0,0.43333333333333335,0.43333333333333335
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,6,26.0,15.166666666666666,11.0,30.0,0.43333333333333335,0.43333333333333335
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,7,26.0,14.571428571428571,11.0,30.0,0.43333333333333335,0.43333333333333335
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,1,13.0,13.0,13.0,21.0,0.6190476190476191,0.6190476190476191
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,2,14.0,13.5,13.0,21.0,0.6190476190476191,0.6190476190476191
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,3,14.0,12.666666666666666,11.0,21.0,0.6190476190476191,0.6190476190476191
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,4,14.0,12.5,11.0,21.0,0.6190476190476191,0.6190476190476191
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,5,14.0,12.2,11.0,21.0,0.6190476190476191,0.6190476190476191
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,6,14.0,12.5,11.0,21.0,0.6190476190476191,0.6190476190476191
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,7,21.0,13.714285714285714,11.0,21.0,0.6190476190476191,0.6190476190476191
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,1,28.0,28.0,28.0,59.0,0.4745762711864407,0.4745762711864407
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,2,29.0,28.5,28.0,59.0,0.4745762711864407,0.4745762711864407
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,3,29.0,23.0,12.0,59.0,0.4745762711864407,0.4745762711864407
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,4,59.0,32.0,12.0,59.0,0.4745762711864407,0.4745762711864407
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,5,59.0,27.8,11.0,59.0,0.4745762711864407,0.4745762711864407
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,6,59.0,28.0,11.0,59.0,0.4745762711864407,0.4745762711864407
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,7,59.0,25.857142857142858,11.0,59.0,0.4745762711864407,0.4745762711864407
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,1,12.0,12.0,12.0,37.0,0.32432432432432434,0.32432432432432434
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,2,20.0,16.0,12.0,37.0,0.32432432432432434,0.32432432432432434
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,3,20.0,16.666666666666668,12.0,37.0,0.32432432432432434,0.32432432432432434
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,4,20.0,15.75,12.0,37.0,0.32432432432432434,0.32432432432432434
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,5,20.0,15.8,12.0,37.0,0.32432432432432434,0.32432432432432434
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,6,37.0,19.333333333333332,12.0,37.0,0.32432432432432434,0.32432432432432434
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,7,37.0,19.142857142857142,12.0,37.0,0.32432432432432434,0.32432432432432434
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,1,20.0,20.0,20.0,28.0,0.7142857142857143,0.7142857142857143
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,2,20.0,15.5,11.0,28.0,0.7142857142857143,0.7142857142857143
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,3,20.0,15.0,11.0,28.0,0.7142857142857143,0.7142857142857143
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,4,20.0,15.0,11.0,28.0,0.7142857142857143,0.7142857142857143
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,5,20.0,14.4,11.0,28.0,0.7142857142857143,0.7142857142857143
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,6,20.0,14.666666666666666,11.0,28.0,0.7142857142857143,0.7142857142857143
H2,text-embedding-3-small,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,7,20.0,14.285714285714286,11.0,28.0,0.7142857142857143,0.7142857142857143
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,1,11.0,11.0,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,2,11.0,11.0,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,3,19.0,13.666666666666666,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,4,19.0,13.5,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,5,23.0,15.4,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,6,23.0,14.833333333333334,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,7,23.0,14.714285714285714,11.0,23.0,0.4782608695652174,0.4782608695652174
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,1,15.0,15.0,15.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,2,15.0,14.5,14.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,3,47.0,25.333333333333332,14.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,4,47.0,24.0,14.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,5,47.0,21.6,12.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,6,47.0,21.0,12.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,7,47.0,20.0,12.0,47.0,0.3191489361702128,0.3191489361702128
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,1,14.0,14.0,14.0,23.0,0.6086956521739131,0.6086956521739131
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,2,14.0,13.0,12.0,23.0,0.6086956521739131,0.6086956521739131
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,3,14.0,12.333333333333334,11.0,23.0,0.6086956521739131,0.6086956521739131
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,4,14.0,12.25,11.0,23.0,0.6086956521739131,0.6086956521739131
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,5,14.0,12.0,11.0,23.0,0.6086956521739131,0.6086956521739131
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,6,21.0,13.5,11.0,23.0,0.6086956521739131,0.6086956521739131
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,7,21.0,13.714285714285714,11.0,23.0,0.6086956521739131,0.6086956521739131
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,1,16.0,16.0,16.0,20.0,0.8,0.8
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,2,20.0,18.0,16.0,20.0,0.8,0.8
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,3,20.0,15.666666666666666,11.0,20.0,0.8,0.8
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,4,20.0,16.75,11.0,20.0,0.8,0.8
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,5,20.0,17.2,11.0,20.0,0.8,0.8
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,6,20.0,17.0,11.0,20.0,0.8,0.8
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,7,20.0,16.142857142857142,11.0,20.0,0.8,0.8
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,1,20.0,20.0,20.0,20.0,1.0,1.0
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,2,20.0,16.0,12.0,20.0,1.0,1.0
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,3,20.0,15.333333333333334,12.0,20.0,1.0,1.0
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,4,20.0,15.5,12.0,20.0,1.0,1.0
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,5,20.0,16.0,12.0,20.0,1.0,1.0
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,6,20.0,15.166666666666666,11.0,20.0,1.0,1.0
H2,text-embedding-3-small,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,7,20.0,15.166666666666666,11.0,20.0,1.0,1.0
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,1,13.0,13.0,13.0,29.0,0.4482758620689655,0.4482758620689655
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,2,14.0,13.5,13.0,29.0,0.4482758620689655,0.4482758620689655
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,3,29.0,18.666666666666668,13.0,29.0,0.4482758620689655,0.4482758620689655
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,4,29.0,17.5,13.0,29.0,0.4482758620689655,0.4482758620689655
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,5,29.0,16.8,13.0,29.0,0.4482758620689655,0.4482758620689655
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,6,29.0,18.666666666666668,13.0,29.0,0.4482758620689655,0.4482758620689655
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,7,29.0,18.714285714285715,13.0,29.0,0.4482758620689655,0.4482758620689655
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,1,28.0,28.0,28.0,40.0,0.7,0.7
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,2,28.0,21.0,14.0,40.0,0.7,0.7
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,3,28.0,19.333333333333332,14.0,40.0,0.7,0.7
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,4,28.0,17.25,11.0,40.0,0.7,0.7
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,5,28.0,16.8,11.0,40.0,0.7,0.7
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,6,40.0,20.666666666666668,11.0,40.0,0.7,0.7
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,7,40.0,20.714285714285715,11.0,40.0,0.7,0.7
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,1,11.0,11.0,11.0,34.0,0.3235294117647059,0.3235294117647059
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,2,12.0,11.5,11.0,34.0,0.3235294117647059,0.3235294117647059
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,3,34.0,19.0,11.0,34.0,0.3235294117647059,0.3235294117647059
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,4,34.0,17.25,11.0,34.0,0.3235294117647059,0.3235294117647059
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,5,34.0,16.6,11.0,34.0,0.3235294117647059,0.3235294117647059
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,6,34.0,16.5,11.0,34.0,0.3235294117647059,0.3235294117647059
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,7,34.0,16.285714285714285,11.0,34.0,0.3235294117647059,0.3235294117647059
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,1,14.0,14.0,14.0,29.0,0.4827586206896552,0.4827586206896552
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,2,14.0,14.0,14.0,29.0,0.4827586206896552,0.4827586206896552
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,3,29.0,19.0,14.0,29.0,0.4827586206896552,0.4827586206896552
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,4,29.0,17.0,11.0,29.0,0.4827586206896552,0.4827586206896552
H2,multi-qa-MiniLM-L6-cos-v1,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,5,29.0,15.8,11.0,29.0,0.4827586206896552,0.4827586206896552
